#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
145,"Kol Nidrei - Adagio For Cello, Opus 47",Max Bruch,2012-01-01,81,13,11,-21,4,10:49,98,35,1230,4055,Classical
146,String Quartet No. 1 'Kreutzer Sonata': String Quartet No. 1 'Kreutzer Sonata': I. Adagio. Con moto,Leoš Janáček,2014-01-13,92,10,19,-22,7,4:27,93,42,88,5401,Classical
147,"Young Birches, Op. 128, No. 2",Amy Beach,2008-04-07,170,8,24,-30,19,2:39,98,51,89,9785,Classical
148,"Violin Concerto In D Major, Op. 35: III. Finale: Allegro assai vivace",Erich Wolfgang Korngold,2004-01-01,151,32,41,-17,34,7:05,94,42,318,3270,Classical
149,"Tahiti Trot, Op. 16 (orchestral transcription of Youmans' Tea for Two): Taiti Trot (Tahiti Trot), Op. 16 (arr. of V. Youmans - Tea for Two)",Dmitri Shostakovich,2002-04-15,138,10,29,-23,19,4:10,95,43,342,2584,Classical
150,The Promise,Michael Nyman,1993-01-01,80,23,10,-15,6,4:16,94,51,319,5370,Classical
151,The hills,Alexandra Streliski,2022-11-18,143,13,28,-21,13,2:52,96,33,321,6051,Classical
152,"Violin Sonata in A Major, FWV 8: IV. Allegretto poco mosso",César Franck,2022-11-18,96,21,23,-16,15,5:59,96,30,1082,3305,Classical
153,A Hidden Life,James Newton Howard,2022-11-18,87,24,24,-14,5,2:49,94,29,29,4510,Classical
154,WTC 9/11: I. 9/11/01,Steve Reich,2022-11-18,128,55,60,-15,14,3:38,96,27,322,882,Classical
155,Salve Regina,Traditional,2022-11-18,131,11,27,-22,4,3:11,95,27,58,3836,Classical
156,"4 Sketches, Op. 15: III. Dreaming",Amy Beach,2022-11-18,93,3,19,-23,4,4:53,98,29,720,3952,Classical
157,Love Is Not Enough,Hans Zimmer,2022-11-18,87,17,17,-21,4,3:22,77,40,21,9961,Classical
158,"Elegy, Op. 58",Edward Elgar,2022-11-18,77,5,7,-18,3,4:26,98,26,464,2274,Classical
159,ouessant (piano),Jean-Michel Blais,2022-11-18,68,15,31,-25,10,4:33,99,32,159,1727,Classical
160,"Melodie from ""Orfeo ed Euridice"", Wq. 30 (Arr. Kreisler for Violin and Piano)",Christoph Willibald Gluck,2022-11-18,102,5,21,-25,7,3:24,97,25,472,1746,Classical
161,Mass for Four Voices: V. Agnus Dei,William Byrd,2022-11-18,76,7,8,-25,4,4:03,100,27,323,354,Classical
162,Act I: Evergreen Forest in Winter,Pyotr Ilyich Tchaikovsky,2022-11-18,60,11,17,-18,10,3:31,97,26,561,8243,Classical
163,Stone Stairs,Alexandra Hamilton-Ayres,2022-11-18,125,19,24,-17,14,3:20,89,24,91,1633,Classical
164,Traditional: Danny Boy,Xuefei Yang,2022-11-18,102,2,46,-26,24,3:32,99,36,325,4733,Classical
165,Silent Night,Alexis Ffrench,2022-11-18,110,5,43,-21,8,2:55,100,28,92,6687,Classical
166,Walking in the Air,Chanticleer,2022-11-18,132,12,24,-21,11,3:34,99,24,326,9303,Classical
