#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
198,Woke Up in Love,Kygo,2022-09-09,106,59,64,-6,19,3:37,23,78,137,6873,Pop
199,Run Away to Mars,TALK,2021-06-23,119,38,55,-11,28,3:34,53,77,359,3861,Pop
200,The Best Is Yet to Come,Tom Walker,2022-10-13,166,35,40,-8,25,2:47,93,71,360,8487,Pop
201,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,2022-07-22,124,77,61,-6,66,2:29,12,85,68,7274,Pop
202,IT'S YOU (feat. keshi),MAX,2022-09-09,90,37,70,-10,45,2:53,84,75,100,4537,Pop
203,C'est La Vie (with bbno$ & Rich Brian),Yung Gravy,2022-09-23,142,78,89,-4,77,2:40,6,74,1375,2846,Pop
204,Million Dollar Baby,Ava Max,2022-09-01,133,86,67,-2,64,3:04,4,78,305,1248,Pop
205,Coast (feat. Anderson .Paak),Hailee Steinfeld,2022-07-29,112,88,70,-4,84,2:47,3,77,177,4320,Pop
206,Bad Omens,5 Seconds of Summer,2022-09-23,134,77,49,-6,41,3:36,0,72,101,2137,Pop
207,Nonsense,Sabrina Carpenter,2022-07-15,139,70,74,-5,73,2:44,3,51,1376,405,Pop
208,i can't do anything right,vaultboy,2022-11-15,126,48,78,-7,46,2:16,10,45,37,4058,Pop
209,Ruin My Life,Zolita,2022-11-09,87,59,63,-7,34,3:33,1,54,102,295,Pop
210,Angel Baby,Troye Sivan,2021-09-09,72,56,56,-6,34,3:41,1,80,361,8429,Pop
211,QUARTER LIFE CRISIS,Taylor Bickett,2022-10-14,118,72,82,-4,65,3:18,74,69,362,706,Pop
212,10 Things I Hate About You,Leah Kate,2022-03-23,154,79,54,-3,45,2:37,1,78,178,3535,Pop
213,Numb Little Bug,Em Beihold,2022-01-28,85,53,74,-7,64,2:49,33,76,363,8367,Pop
214,sun and moon,anees,2022-04-06,90,44,82,-7,71,2:32,46,74,364,7758,Pop
215,W.I.T.C.H.,Devon Cole,2022-07-07,122,66,87,-4,96,2:12,10,73,179,3733,Pop
216,House On Fire,Mimi Webb,2022-02-18,150,75,61,-5,44,2:21,2,72,790,386,Pop
217,killer queen,Mad Tsai,2021-10-29,108,73,69,-5,64,2:59,6,72,365,5967,Pop
218,Showed Me (How I Fell In Love With You),Madison Beer,2022-10-13,95,54,72,-8,68,3:16,48,70,180,9682,Pop
219,STRUT,EMELINE,2022-08-19,108,72,84,-6,33,1:58,4,70,522,4268,Pop
220,All 4 Nothing (I'm So In Love),Lauv,2022-04-08,132,82,72,-5,90,3:03,4,69,103,1565,Pop
221,Cardboard Box,FLO,2022-03-24,80,71,58,-4,70,2:41,4,69,366,1150,Pop
222,Serial Heartbreaker,FLETCHER,2022-09-16,170,87,59,-4,52,2:13,11,68,769,1153,Pop
223,I'm So Happy (with BENEE),Jeremy Zucker,2022-09-16,133,43,85,-7,68,2:53,64,68,104,5864,Pop
224,Sneakers,Knox,2022-08-05,168,69,61,-5,95,3:04,5,68,367,5805,Pop
225,Villain,Bella Poarch,2022-08-12,109,64,75,-5,83,2:25,8,67,181,1391,Pop
226,Endlessly,Omar Apollo,2022-08-12,192,69,59,-8,84,2:34,66,67,1218,8126,Pop
227,Let's go to Hell,Tai Verdes,2021-11-03,128,80,78,-5,91,2:32,14,66,182,5224,Pop
228,don't miss me,Claire Rosinkranz,2021-11-22,105,73,80,-5,82,2:04,79,66,183,5651,Pop
